"probeID" "start" "CIGAR" "Ensembl"
"209359_x_at.2086" "209359_x_at" 34791816 "25M" "ENSG00000159216"
"209359_x_at.2088" "209359_x_at" 34791832 "25M" "ENSG00000159216"
"209359_x_at.2091" "209359_x_at" 34791839 "25M" "ENSG00000159216"
"209359_x_at.2094" "209359_x_at" 34791891 "25M" "ENSG00000159216"
"209359_x_at.2097" "209359_x_at" 34791972 "25M" "ENSG00000159216"
"209359_x_at.2100" "209359_x_at" 34792139 "25M" "ENSG00000159216"
"209359_x_at.2103" "209359_x_at" 34792210 "25M" "ENSG00000159216"
"209359_x_at.2107" "209359_x_at" 34792218 "25M" "ENSG00000159216"
"209359_x_at.2110" "209359_x_at" 34792302 "25M" "ENSG00000159216"
"209360_s_at.2068" "209360_s_at" 34787940 "25M" "ENSG00000159216"
"209360_s_at.2069" "209360_s_at" 34787979 "25M" "ENSG00000159216"
"209360_s_at.2070" "209360_s_at" 34788003 "25M" "ENSG00000159216"
"209360_s_at.2071" "209360_s_at" 34788049 "25M" "ENSG00000159216"
"209360_s_at.2072" "209360_s_at" 34788075 "25M" "ENSG00000159216"
"209360_s_at.2073" "209360_s_at" 34788090 "25M" "ENSG00000159216"
"209360_s_at.2074" "209360_s_at" 34788128 "25M" "ENSG00000159216"
"209360_s_at.2075" "209360_s_at" 34788146 "25M" "ENSG00000159216"
"209360_s_at.2076" "209360_s_at" 34788202 "25M" "ENSG00000159216"
"209360_s_at.2077" "209360_s_at" 34788224 "25M" "ENSG00000159216"
"209360_s_at.2078" "209360_s_at" 34788326 "25M" "ENSG00000159216"
"209399_at.2336" "209399_at" 36751282 "25M" "ENSG00000159267"
"209399_at.2337" "209399_at" 36751326 "25M" "ENSG00000159267"
"209399_at.2338" "209399_at" 36751485 "25M" "ENSG00000159267"
"209399_at.2339" "209399_at" 36751532 "25M" "ENSG00000159267"
"209399_at.2340" "209399_at" 36751547 "25M" "ENSG00000159267"
"209399_at.2341" "209399_at" 36751563 "25M" "ENSG00000159267"
"209399_at.2342" "209399_at" 36751578 "25M" "ENSG00000159267"
"209399_at.2343" "209399_at" 36751600 "25M" "ENSG00000159267"
"209399_at.2344" "209399_at" 36751664 "25M" "ENSG00000159267"
"209399_at.2345" "209399_at" 36751678 "25M" "ENSG00000159267"
"209412_at.1" "209412_at" 5156008 "25M" "ENSG00000280433"
"209412_at.2" "209412_at" 5156023 "25M" "ENSG00000280433"
"209575_at.1571" "209575_at" 33296387 "25M" "ENSG00000243646"
"209575_at.1572" "209575_at" 33296413 "25M" "ENSG00000243646"
"209575_at.1573" "209575_at" 33296442 "25M" "ENSG00000243646"
"209575_at.1574" "209575_at" 33296495 "25M" "ENSG00000243646"
"209575_at.1575" "209575_at" 33296521 "25M" "ENSG00000243646"
"209575_at.1576" "209575_at" 33296543 "25M" "ENSG00000243646"
"209575_at.1577" "209575_at" 33296579 "25M" "ENSG00000243646"
"209575_at.1578" "209575_at" 33296603 "25M" "ENSG00000243646"
"209575_at.1579" "209575_at" 33296611 "25M" "ENSG00000243646"
"209575_at.1580" "209575_at" 33296657 "25M" "ENSG00000243646"
"209575_at.1581" "209575_at" 33296694 "25M" "ENSG00000243646"
"209578_s_at.4265" "209578_s_at" 45263965 "25M" "ENSG00000186866"
"209578_s_at.4266" "209578_s_at" 45264000 "25M" "ENSG00000186866"
"209578_s_at.4267" "209578_s_at" 45264018 "25M" "ENSG00000186866"
"209578_s_at.4268" "209578_s_at" 45264158 "25M" "ENSG00000186866"
"209578_s_at.4269" "209578_s_at" 45264174 "25M" "ENSG00000186866"
"209578_s_at.4270" "209578_s_at" 45264195 "25M" "ENSG00000186866"
"209578_s_at.4271" "209578_s_at" 45264297 "25M" "ENSG00000186866"
"209578_s_at.4272" "209578_s_at" 45264327 "25M" "ENSG00000186866"
"209578_s_at.4273" "209578_s_at" 45264403 "25M" "ENSG00000186866"
"209578_s_at.4274" "209578_s_at" 45264421 "25M" "ENSG00000186866"
"209578_s_at.4275" "209578_s_at" 45264445 "25M" "ENSG00000186866"
"209686_at.4775" "209686_at" 46599111 "25M" "ENSG00000160307"
"209686_at.4776" "209686_at" 46599193 "25M" "ENSG00000160307"
"209686_at.4777" "209686_at" 46599284 "25M" "ENSG00000160307"
"209686_at.4778" "209686_at" 46599308 "25M" "ENSG00000160307"
"209686_at.4779" "209686_at" 46599321 "25M" "ENSG00000160307"
"209686_at.4780" "209686_at" 46599331 "25M" "ENSG00000160307"
"209686_at.4781" "209686_at" 46599388 "25M" "ENSG00000160307"
"209686_at.4782" "209686_at" 46599392 "25M" "ENSG00000160307"
"209686_at.4783" "209686_at" 46599473 "25M" "ENSG00000160307"
"209686_at.4784" "209686_at" 46599502 "2M2774N23M" "ENSG00000160307"
"209686_at.4785" "209686_at" 46602285 "25M" "ENSG00000160307"
"209775_x_at.4396" "209775_x_at" 45531614 "25M" "ENSG00000173638"
"209775_x_at.4397" "209775_x_at" 45531617 "25M" "ENSG00000173638"
"209775_x_at.4398" "209775_x_at" 45531621 "25M" "ENSG00000173638"
"209775_x_at.4399" "209775_x_at" 45531641 "25M" "ENSG00000173638"
"209775_x_at.4400" "209775_x_at" 45531644 "25M" "ENSG00000173638"
"209775_x_at.4401" "209775_x_at" 45531645 "25M" "ENSG00000173638"
"209775_x_at.4402" "209775_x_at" 45531956 "25M" "ENSG00000173638"
"209775_x_at.4403" "209775_x_at" 45531960 "25M" "ENSG00000173638"
"209775_x_at.4404" "209775_x_at" 45531963 "25M" "ENSG00000173638"
"209775_x_at.4405" "209775_x_at" 45531965 "25M" "ENSG00000173638"
"209775_x_at.4406" "209775_x_at" 45531967 "25M" "ENSG00000173638"
"209776_s_at.4374" "209776_s_at" 45515621 "25M" "ENSG00000173638"
"209776_s_at.4375" "209776_s_at" 45515649 "25M" "ENSG00000173638"
"209776_s_at.4376" "209776_s_at" 45515667 "25M" "ENSG00000173638"
"209776_s_at.4377" "209776_s_at" 45515672 "25M" "ENSG00000173638"
"209776_s_at.4378" "209776_s_at" 45515687 "25M" "ENSG00000173638"
"209776_s_at.4379" "209776_s_at" 45515693 "25M" "ENSG00000173638"
"209776_s_at.4380" "209776_s_at" 45515703 "25M" "ENSG00000173638"
"209776_s_at.4381" "209776_s_at" 45515819 "25M" "ENSG00000173638"
"209776_s_at.4382" "209776_s_at" 45515820 "25M" "ENSG00000173638"
"209776_s_at.4383" "209776_s_at" 45515858 "25M" "ENSG00000173638"
"209776_s_at.4384" "209776_s_at" 45515862 "25M" "ENSG00000173638"
"209777_s_at.4363" "209777_s_at" 45515140 "25M" "ENSG00000173638"
"209777_s_at.4364" "209777_s_at" 45515182 "25M" "ENSG00000173638"
"209777_s_at.4365" "209777_s_at" 45515200 "25M" "ENSG00000173638"
"209777_s_at.4366" "209777_s_at" 45515212 "25M" "ENSG00000173638"
"209777_s_at.4367" "209777_s_at" 45515221 "25M" "ENSG00000173638"
"209777_s_at.4368" "209777_s_at" 45515225 "25M" "ENSG00000173638"
"209777_s_at.4369" "209777_s_at" 45515269 "25M" "ENSG00000173638"
"209777_s_at.4370" "209777_s_at" 45515270 "25M" "ENSG00000173638"
"209777_s_at.4371" "209777_s_at" 45515312 "25M" "ENSG00000173638"
"209777_s_at.4372" "209777_s_at" 45515317 "25M" "ENSG00000173638"
"209777_s_at.4373" "209777_s_at" 45515319 "25M" "ENSG00000173638"
"209979_at.4234" "209979_at" 45224354 "25M" "ENSG00000197381"
"209979_at.4235" "209979_at" 45224371 "25M" "ENSG00000197381"
"209979_at.4236" "209979_at" 45224461 "25M" "ENSG00000197381"
"209979_at.4237" "209979_at" 45224502 "25M" "ENSG00000197381"
"209979_at.4238" "209979_at" 45224642 "25M" "ENSG00000197381"
"209979_at.4239" "209979_at" 45224684 "25M" "ENSG00000197381"
"209979_at.4240" "209979_at" 45224740 "25M" "ENSG00000197381"
"209979_at.4241" "209979_at" 45224756 "25M" "ENSG00000197381"
"209979_at.4242" "209979_at" 45224779 "25M" "ENSG00000197381"
"210005_at.1743" "210005_at" 33524049 "25M" "ENSG00000159131"
"210005_at.1744" "210005_at" 33524161 "25M" "ENSG00000159131"
"210005_at.1745" "210005_at" 33524196 "25M" "ENSG00000159131"
"210005_at.1746" "210005_at" 33524228 "25M" "ENSG00000159131"
"210005_at.1747" "210005_at" 33524236 "25M" "ENSG00000159131"
"210005_at.1748" "210005_at" 33524254 "25M" "ENSG00000159131"
"210005_at.1749" "210005_at" 33524539 "25M" "ENSG00000159131"
"210119_at.2588" "210119_at" 38300401 "25M" "ENSG00000157551"
"210119_at.2589" "210119_at" 38300419 "25M" "ENSG00000157551"
"210119_at.2590" "210119_at" 38300434 "25M" "ENSG00000157551"
"210119_at.2591" "210119_at" 38300473 "25M" "ENSG00000157551"
"210119_at.2592" "210119_at" 38300484 "25M" "ENSG00000157551"
"210119_at.2593" "210119_at" 38300499 "25M" "ENSG00000157551"
"210119_at.2594" "210119_at" 38300539 "25M" "ENSG00000157551"
"210119_at.2595" "210119_at" 38300567 "25M" "ENSG00000157551"
"210119_at.2596" "210119_at" 38300579 "25M" "ENSG00000157551"
"210119_at.2597" "210119_at" 38300642 "25M" "ENSG00000157551"
"210119_at.2598" "210119_at" 38300656 "25M" "ENSG00000157551"
"210188_at.1" "210188_at" 25764646 "25M" "ENSG00000154727"
"210188_at.2" "210188_at" 25764658 "25M" "ENSG00000154727"
"210188_at.3" "210188_at" 25764702 "25M" "ENSG00000154727"
"210188_at.4" "210188_at" 25764765 "23M4216N2M" "ENSG00000154727"
"210188_at.5" "210188_at" 25769228 "25M" "ENSG00000154727"
"210188_at.6" "210188_at" 25769280 "25M" "ENSG00000154727"
"210188_at.7" "210188_at" 25769328 "25M" "ENSG00000154727"
"210365_at.2122" "210365_at" 34821309 "25M" "ENSG00000159216"
"210365_at.2123" "210365_at" 34821319 "25M" "ENSG00000159216"
"210365_at.2124" "210365_at" 34821361 "25M" "ENSG00000159216"
"210365_at.2125" "210365_at" 34821405 "25M" "ENSG00000159216"
"210365_at.2126" "210365_at" 34821481 "25M" "ENSG00000159216"
"210365_at.2127" "210365_at" 34821521 "25M" "ENSG00000159216"
"210365_at.2128" "210365_at" 34821555 "25M" "ENSG00000159216"
"210365_at.2129" "210365_at" 34821587 "25M" "ENSG00000159216"
"210365_at.2130" "210365_at" 34821601 "25M" "ENSG00000159216"
"210365_at.2131" "210365_at" 34821615 "25M" "ENSG00000159216"
"210365_at.2132" "210365_at" 34821664 "25M" "ENSG00000159216"
"210384_at.4797" "210384_at" 46651995 "25M" "ENSG00000160310"
"210384_at.4798" "210384_at" 46652001 "25M" "ENSG00000160310"
"210384_at.4799" "210384_at" 46652038 "25M" "ENSG00000160310"
"210384_at.4800" "210384_at" 46652053 "25M" "ENSG00000160310"
"210384_at.4801" "210384_at" 46652069 "25M" "ENSG00000160310"
"210384_at.4802" "210384_at" 46652085 "25M" "ENSG00000160310"
"210384_at.4803" "210384_at" 46652092 "25M" "ENSG00000160310"
"210384_at.4804" "210384_at" 46652109 "25M" "ENSG00000160310"
"210384_at.4805" "210384_at" 46652148 "25M" "ENSG00000160310"
"210384_at.4806" "210384_at" 46652171 "25M" "ENSG00000160310"
"210384_at.4807" "210384_at" 46652225 "25M" "ENSG00000160310"
"210454_s_at.2544" "210454_s_at" 37624643 "25M" "ENSG00000157542"
"210454_s_at.2545" "210454_s_at" 37624669 "25M" "ENSG00000157542"
"210454_s_at.2546" "210454_s_at" 37624709 "25M" "ENSG00000157542"
"210454_s_at.2547" "210454_s_at" 37624726 "25M" "ENSG00000157542"
"210454_s_at.2548" "210454_s_at" 37624738 "25M" "ENSG00000157542"
"210454_s_at.2549" "210454_s_at" 37624766 "25M" "ENSG00000157542"
"210454_s_at.2550" "210454_s_at" 37624831 "25M" "ENSG00000157542"
"210454_s_at.2551" "210454_s_at" 37624848 "25M" "ENSG00000157542"
"210454_s_at.2552" "210454_s_at" 37624931 "25M" "ENSG00000157542"
"210454_s_at.2553" "210454_s_at" 37624992 "25M" "ENSG00000157542"
"210454_s_at.2554" "210454_s_at" 37625136 "25M" "ENSG00000157542"
"210645_s_at.2423" "210645_s_at" 37202518 "25M" "ENSG00000182670"
"210645_s_at.2425" "210645_s_at" 37202541 "25M" "ENSG00000182670"
"210645_s_at.2426" "210645_s_at" 37202580 "25M" "ENSG00000182670"
"210645_s_at.2428" "210645_s_at" 37202616 "25M" "ENSG00000182670"
"210645_s_at.2429" "210645_s_at" 37202650 "25M" "ENSG00000182670"
"210645_s_at.2430" "210645_s_at" 37202695 "25M" "ENSG00000182670"
"210645_s_at.2432" "210645_s_at" 37202747 "25M" "ENSG00000182670"
"210645_s_at.2437" "210645_s_at" 37202864 "25M" "ENSG00000182670"
"210645_s_at.2438" "210645_s_at" 37202879 "25M" "ENSG00000182670"
"210645_s_at.2441" "210645_s_at" 37202909 "25M" "ENSG00000182670"
"210645_s_at.2443" "210645_s_at" 37202965 "25M" "ENSG00000182670"
"210689_at.2282" "210689_at" 36460656 "25M" "ENSG00000159261"
"210689_at.2283" "210689_at" 36460740 "25M" "ENSG00000159261"
"210689_at.2284" "210689_at" 36460774 "25M" "ENSG00000159261"
"210689_at.2285" "210689_at" 36460809 "25M" "ENSG00000159261"
"210689_at.2286" "210689_at" 36460857 "25M" "ENSG00000159261"
"210689_at.2287" "210689_at" 36460907 "25M" "ENSG00000159261"
"210689_at.2288" "210689_at" 36460974 "25M" "ENSG00000159261"
"210689_at.2289" "210689_at" 36460989 "25M" "ENSG00000159261"
"210689_at.2290" "210689_at" 36461026 "25M" "ENSG00000159261"
"210689_at.2291" "210689_at" 36461035 "25M" "ENSG00000159261"
"210689_at.2292" "210689_at" 36461127 "25M" "ENSG00000159261"
"210713_at" "210713_at" 33838451 "25M" "ENSG00000205726"
"210805_x_at.2104" "210805_x_at" 34792210 "25M" "ENSG00000159216"
"210805_x_at.2108" "210805_x_at" 34792218 "25M" "ENSG00000159216"
"210805_x_at.2111" "210805_x_at" 34792302 "25M" "ENSG00000159216"
"210805_x_at.2114" "210805_x_at" 34792394 "25M" "ENSG00000159216"
"210805_x_at.2115" "210805_x_at" 34792396 "25M" "ENSG00000159216"
"210805_x_at.2116" "210805_x_at" 34799305 "25M" "ENSG00000159216"
"210805_x_at.2117" "210805_x_at" 34799308 "25M" "ENSG00000159216"
"210805_x_at.2118" "210805_x_at" 34799332 "25M" "ENSG00000159216"
"210805_x_at.2119" "210805_x_at" 34799390 "25M" "ENSG00000159216"
"210805_x_at.2120" "210805_x_at" 34799396 "25M" "ENSG00000159216"
"210805_x_at.2121" "210805_x_at" 34799400 "25M" "ENSG00000159216"
"210818_s_at.1061" "210818_s_at" 29329554 "25M" "ENSG00000156273"
"210818_s_at.1062" "210818_s_at" 29329619 "25M" "ENSG00000156273"
"210818_s_at.1063" "210818_s_at" 29342463 "25M" "ENSG00000156273"
"210818_s_at.1064" "210818_s_at" 29342538 "25M" "ENSG00000156273"
"210818_s_at.1065" "210818_s_at" 29342553 "25M" "ENSG00000156273"
"210818_s_at.1066" "210818_s_at" 29342595 "25M" "ENSG00000156273"
"210818_s_at.1067" "210818_s_at" 29342609 "25M" "ENSG00000156273"
"210818_s_at.1068" "210818_s_at" 29342627 "25M" "ENSG00000156273"
"210818_s_at.1069" "210818_s_at" 29342690 "25M" "ENSG00000156273"
"210818_s_at.1070" "210818_s_at" 29342728 "25M" "ENSG00000156273"
"210818_s_at.1071" "210818_s_at" 29342761 "25M" "ENSG00000156273"
"211018_at.4616" "211018_at" 46188500 "25M" "ENSG00000160285"
"211018_at.4617" "211018_at" 46188515 "25M" "ENSG00000160285"
"211018_at.4618" "211018_at" 46188530 "25M" "ENSG00000160285"
"211018_at.4619" "211018_at" 46188551 "25M" "ENSG00000160285"
"211018_at.4620" "211018_at" 46188619 "25M" "ENSG00000160285"
"211018_at.4621" "211018_at" 46188641 "25M" "ENSG00000160285"
"211018_at.4622" "211018_at" 46188665 "25M" "ENSG00000160285"
"211018_at.4623" "211018_at" 46188754 "25M" "ENSG00000160285"
"211018_at.4624" "211018_at" 46188765 "25M" "ENSG00000160285"
"211018_at.4625" "211018_at" 46188788 "25M" "ENSG00000160285"
"211018_at.4626" "211018_at" 46188799 "23M2244N2M" "ENSG00000160285"
"211019_s_at.4638" "211019_s_at" 46191166 "25M" "ENSG00000160285"
"211019_s_at.4639" "211019_s_at" 46191170 "25M" "ENSG00000160285"
"211019_s_at.4640" "211019_s_at" 46191177 "25M" "ENSG00000160285"
"211019_s_at.4641" "211019_s_at" 46191205 "25M" "ENSG00000160285"
"211019_s_at.4642" "211019_s_at" 46191212 "24M645N1M" "ENSG00000160285"
"211019_s_at.4643" "211019_s_at" 46191229 "7M645N18M" "ENSG00000160285"
"211019_s_at.4644" "211019_s_at" 46191231 "5M645N20M" "ENSG00000160285"
"211019_s_at.4645" "211019_s_at" 46191891 "25M" "ENSG00000160285"
"211019_s_at.4646" "211019_s_at" 46191897 "25M" "ENSG00000160285"
"211019_s_at.4647" "211019_s_at" 46191904 "25M" "ENSG00000160285"
"211019_s_at.4648" "211019_s_at" 46191908 "25M" "ENSG00000160285"
"211065_x_at.3889" "211065_x_at" 44326831 "25M" "ENSG00000141959"
"211065_x_at.3892" "211065_x_at" 44326847 "25M" "ENSG00000141959"
"211065_x_at.3893" "211065_x_at" 44326911 "25M" "ENSG00000141959"
"211065_x_at.3894" "211065_x_at" 44326933 "25M" "ENSG00000141959"
"211065_x_at.3895" "211065_x_at" 44326949 "25M" "ENSG00000141959"
"211065_x_at.3896" "211065_x_at" 44327026 "25M" "ENSG00000141959"
"211065_x_at.3899" "211065_x_at" 44327073 "25M" "ENSG00000141959"
"211065_x_at.3900" "211065_x_at" 44327187 "25M" "ENSG00000141959"
"211065_x_at.3902" "211065_x_at" 44327235 "25M" "ENSG00000141959"
"211065_x_at.3905" "211065_x_at" 44327312 "25M" "ENSG00000141959"
"211065_x_at.3906" "211065_x_at" 44327341 "25M" "ENSG00000141959"
"211079_s_at.2489" "211079_s_at" 37490391 "25M" "ENSG00000157540"
"211079_s_at.2490" "211079_s_at" 37490396 "25M" "ENSG00000157540"
"211079_s_at.2491" "211079_s_at" 37490406 "25M" "ENSG00000157540"
"211079_s_at.2492" "211079_s_at" 37490422 "25M" "ENSG00000157540"
"211079_s_at.2493" "211079_s_at" 37490434 "25M" "ENSG00000157540"
"211079_s_at.2494" "211079_s_at" 37490439 "23M2555N2M" "ENSG00000157540"
"211079_s_at.2495" "211079_s_at" 37490451 "11M2555N14M" "ENSG00000157540"
"211079_s_at.2496" "211079_s_at" 37493021 "25M" "ENSG00000157540"
"211079_s_at.2497" "211079_s_at" 37493031 "25M" "ENSG00000157540"
"211079_s_at.2498" "211079_s_at" 37493042 "25M" "ENSG00000157540"
"211079_s_at.2499" "211079_s_at" 37493055 "25M" "ENSG00000157540"
"211113_s_at.3191" "211113_s_at" 42296305 "25M" "ENSG00000160179"
"211113_s_at.3192" "211113_s_at" 42296316 "25M" "ENSG00000160179"
"211113_s_at.3193" "211113_s_at" 42296360 "25M" "ENSG00000160179"
"211113_s_at.3194" "211113_s_at" 42296415 "25M" "ENSG00000160179"
"211113_s_at.3195" "211113_s_at" 42296432 "25M" "ENSG00000160179"
"211113_s_at.3196" "211113_s_at" 42296509 "25M" "ENSG00000160179"
"211113_s_at.3197" "211113_s_at" 42296578 "25M" "ENSG00000160179"
"211113_s_at.3198" "211113_s_at" 42296698 "25M" "ENSG00000160179"
"211113_s_at.3199" "211113_s_at" 42296732 "25M" "ENSG00000160179"
"211113_s_at.3200" "211113_s_at" 42296745 "25M" "ENSG00000160179"
"211113_s_at.3201" "211113_s_at" 42296760 "25M" "ENSG00000160179"
"211180_x_at.2080" "211180_x_at" 34791785 "25M" "ENSG00000159216"
"211180_x_at.2083" "211180_x_at" 34791798 "25M" "ENSG00000159216"
"211180_x_at.2087" "211180_x_at" 34791816 "25M" "ENSG00000159216"
"211180_x_at.2089" "211180_x_at" 34791832 "25M" "ENSG00000159216"
"211180_x_at.2092" "211180_x_at" 34791839 "25M" "ENSG00000159216"
"211180_x_at.2095" "211180_x_at" 34791891 "25M" "ENSG00000159216"
"211180_x_at.2098" "211180_x_at" 34791972 "25M" "ENSG00000159216"
"211180_x_at.2101" "211180_x_at" 34792139 "25M" "ENSG00000159216"
"211180_x_at.2105" "211180_x_at" 34792210 "25M" "ENSG00000159216"
"211180_x_at.2109" "211180_x_at" 34792218 "25M" "ENSG00000159216"
"211180_x_at.2112" "211180_x_at" 34792302 "25M" "ENSG00000159216"
"211181_x_at.1" "211181_x_at" 34859479 "25M" "ENSG00000159216"
"211181_x_at.2" "211181_x_at" 34859502 "25M" "ENSG00000159216"
"211181_x_at.3" "211181_x_at" 34859541 "25M" "ENSG00000159216"
"211181_x_at.4" "211181_x_at" 34859557 "22M20978N3M" "ENSG00000159216"
"211181_x_at.5" "211181_x_at" 34880602 "25M" "ENSG00000159216"
"211181_x_at.6" "211181_x_at" 34880662 "25M" "ENSG00000159216"
"211181_x_at.7" "211181_x_at" 34880688 "25M" "ENSG00000159216"
"211181_x_at.8" "211181_x_at" 34880705 "9M6129N16M" "ENSG00000159216"
"211181_x_at.9" "211181_x_at" 34886961 "25M" "ENSG00000159216"
"211182_x_at.1" "211182_x_at" 34834416 "25M" "ENSG00000159216"
"211182_x_at.2" "211182_x_at" 34834497 "25M" "ENSG00000159216"
"211182_x_at.3" "211182_x_at" 34834553 "25M" "ENSG00000159216"
"211182_x_at.4" "211182_x_at" 34859479 "25M" "ENSG00000159216"
"211182_x_at.5" "211182_x_at" 34859502 "25M" "ENSG00000159216"
"211182_x_at.6" "211182_x_at" 34859541 "25M" "ENSG00000159216"
"211182_x_at.7" "211182_x_at" 34859557 "22M20978N3M" "ENSG00000159216"
"211182_x_at.8" "211182_x_at" 34880602 "25M" "ENSG00000159216"
"211182_x_at.9" "211182_x_at" 34880662 "25M" "ENSG00000159216"
"211277_x_at.1" "211277_x_at" 26009635 "25M" "ENSG00000142192"
"211277_x_at.2" "211277_x_at" 26009646 "25M" "ENSG00000142192"
"211277_x_at.3" "211277_x_at" 26009859 "25M" "ENSG00000142192"
"211277_x_at.4" "211277_x_at" 26009875 "25M" "ENSG00000142192"
"211277_x_at.5" "211277_x_at" 26021854 "25M" "ENSG00000142192"
"211277_x_at.6" "211277_x_at" 26021886 "25M" "ENSG00000142192"
"211277_x_at.7" "211277_x_at" 26021904 "25M" "ENSG00000142192"
"211277_x_at.8" "211277_x_at" 26021960 "25M" "ENSG00000142192"
"211277_x_at.9" "211277_x_at" 26051009 "25M" "ENSG00000142192"
"211277_x_at.10" "211277_x_at" 26051029 "25M" "ENSG00000142192"
"211484_s_at.2930" "211484_s_at" 40013041 "25M" "ENSG00000171587"
"211484_s_at.2931" "211484_s_at" 40013071 "25M" "ENSG00000171587"
"211484_s_at.2932" "211484_s_at" 40013146 "25M" "ENSG00000171587"
"211484_s_at.2933" "211484_s_at" 40013177 "25M" "ENSG00000171587"
"211484_s_at.2934" "211484_s_at" 40013261 "25M" "ENSG00000171587"
"211484_s_at.2935" "211484_s_at" 40013352 "25M" "ENSG00000171587"
"211484_s_at.2936" "211484_s_at" 40013367 "20M28984N5M" "ENSG00000171587"
"211484_s_at.2937" "211484_s_at" 40042412 "25M" "ENSG00000171587"
"211484_s_at.2938" "211484_s_at" 40042432 "25M" "ENSG00000171587"
"211484_s_at.2939" "211484_s_at" 40042452 "25M" "ENSG00000171587"
"211484_s_at.2940" "211484_s_at" 40042477 "25M" "ENSG00000171587"
"211541_s_at.2500" "211541_s_at" 37512006 "25M" "ENSG00000157540"
"211541_s_at.2501" "211541_s_at" 37512024 "25M" "ENSG00000157540"
"211541_s_at.2502" "211541_s_at" 37512087 "25M" "ENSG00000157540"
"211541_s_at.2503" "211541_s_at" 37512124 "25M" "ENSG00000157540"
"211541_s_at.2504" "211541_s_at" 37512155 "25M" "ENSG00000157540"
"211541_s_at.2505" "211541_s_at" 37512243 "25M" "ENSG00000157540"
"211541_s_at.2506" "211541_s_at" 37512292 "25M" "ENSG00000157540"
"211541_s_at.2507" "211541_s_at" 37512339 "25M" "ENSG00000157540"
"211541_s_at.2508" "211541_s_at" 37512386 "25M" "ENSG00000157540"
"211541_s_at.2509" "211541_s_at" 37512475 "25M" "ENSG00000157540"
"211541_s_at.2510" "211541_s_at" 37512508 "25M" "ENSG00000157540"
"211576_s_at.4352" "211576_s_at" 45514721 "25M" "ENSG00000173638"
"211576_s_at.4353" "211576_s_at" 45514730 "25M" "ENSG00000173638"
"211576_s_at.4354" "211576_s_at" 45514739 "25M" "ENSG00000173638"
"211576_s_at.4355" "211576_s_at" 45514754 "25M" "ENSG00000173638"
"211576_s_at.4356" "211576_s_at" 45514759 "25M" "ENSG00000173638"
"211576_s_at.4357" "211576_s_at" 45514782 "25M" "ENSG00000173638"
"211576_s_at.4358" "211576_s_at" 45514792 "25M" "ENSG00000173638"
"211576_s_at.4359" "211576_s_at" 45514799 "25M" "ENSG00000173638"
"211576_s_at.4360" "211576_s_at" 45514813 "25M" "ENSG00000173638"
"211576_s_at.4361" "211576_s_at" 45514819 "25M" "ENSG00000173638"
"211576_s_at.4362" "211576_s_at" 45514825 "25M" "ENSG00000173638"
"211620_x_at.1" "211620_x_at" 34834416 "25M" "ENSG00000159216"
"211620_x_at.2" "211620_x_at" 34834497 "25M" "ENSG00000159216"
"211620_x_at.3" "211620_x_at" 34834518 "25M" "ENSG00000159216"
"211620_x_at.4" "211620_x_at" 34834533 "25M" "ENSG00000159216"
"211620_x_at.5" "211620_x_at" 34834553 "25M" "ENSG00000159216"
"211620_x_at.6" "211620_x_at" 34859479 "25M" "ENSG00000159216"
"211620_x_at.7" "211620_x_at" 34859502 "25M" "ENSG00000159216"
"211620_x_at.8" "211620_x_at" 34859541 "25M" "ENSG00000159216"
"211620_x_at.9" "211620_x_at" 34859557 "22M20978N3M" "ENSG00000159216"
"211626_x_at.2640" "211626_x_at" 38381627 "25M" "ENSG00000157554"
"211626_x_at.2641" "211626_x_at" 38381679 "4M1D21M" "ENSG00000157554"
"211626_x_at.2642" "211626_x_at" 38381699 "25M" "ENSG00000157554"
"211626_x_at.2643" "211626_x_at" 38381731 "25M" "ENSG00000157554"
"211626_x_at.2644" "211626_x_at" 38381758 "25M" "ENSG00000157554"
"211626_x_at.2645" "211626_x_at" 38381807 "25M" "ENSG00000157554"
"211626_x_at.2646" "211626_x_at" 38381864 "25M" "ENSG00000157554"
"211626_x_at.2647" "211626_x_at" 38381996 "25M" "ENSG00000157554"
"211626_x_at.2648" "211626_x_at" 38382031 "25M" "ENSG00000157554"
"211626_x_at.2649" "211626_x_at" 38382115 "25M" "ENSG00000157554"
"211689_s_at.3069" "211689_s_at" 41466030 "25M" "ENSG00000184012"
"211689_s_at.3070" "211689_s_at" 41466108 "25M" "ENSG00000184012"
"211689_s_at.3071" "211689_s_at" 41466125 "25M" "ENSG00000184012"
"211689_s_at.3072" "211689_s_at" 41467809 "25M" "ENSG00000184012"
"211689_s_at.3073" "211689_s_at" 41467881 "6M509N19M" "ENSG00000184012"
"211689_s_at.3074" "211689_s_at" 41468428 "25M" "ENSG00000184012"
"211689_s_at.3075" "211689_s_at" 41468444 "25M" "ENSG00000184012"
"211689_s_at.3076" "211689_s_at" 41468490 "25M" "ENSG00000184012"
"211689_s_at.3077" "211689_s_at" 41468505 "25M" "ENSG00000184012"
"211689_s_at.3078" "211689_s_at" 41470735 "9M1062N16M" "ENSG00000184012"
"211689_s_at.3079" "211689_s_at" 41471811 "25M" "ENSG00000184012"
"211806_s_at.2577" "211806_s_at" 38299809 "25M" "ENSG00000157551"
"211806_s_at.2578" "211806_s_at" 38299833 "25M" "ENSG00000157551"
